,Naam,name_in_all_elections,name_in_elected_people,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,totaal aantal stemmen,hoeveelste_in_verkiezing,gewonnen,marginal_winner,marginal_loser,margin,consequential_election,hoelang_tussen_1_en_2,hoelang_tussen_1_en_laatst,hoeveel_distr_deze_verk,hoeveelste_keer_prob,hoeveelste_keer_prob_alg,hoeveelste_keer_gewonnen,hoeveelste_keer_gewonnen_alg,hoeveelste_keer_gewonnen_tweedeproxy,hoevaak_gewonnen_alltime,hoevaak_gewonnen_verleden,hoevaak_gewonnen_toekomst,name_politician_data,b1-nummer,naam,deflated_wealth,verk_2_gewonnen,verk_3_gewonnen,verk_4_gewonnen,verk_5_gewonnen,verk_6_gewonnen,verk_7_gewonnen,verk_8_gewonnen,verk_9_gewonnen,verk_10_gewonnen
695,T.J. Stieltjes,T.J. Stieltjes,T.J.  Stieltjes,,1351.0,46.47%,Amsterdam,1868-01-22,algemeen,4322,2946,2947,17442,222,6.0,1454,17334.0,9,0,0,0,-0.005422868351217261,1,2864 days 00:00:00,6293 days,3,11,9,,,0,4,1,3,Th.J.  Stieltjes,01303,Th.J.  Stieltjes,0.0,1.0,1.0,1.0,1.0,,,,,
696,mr. D. Koorders,mr. D. Koorders,D.  Koorders,,1328.0,45.68%,Amsterdam,1868-01-22,algemeen,4322,2946,2947,17442,222,6.0,1454,17334.0,10,0,0,0,-0.006749740394600207,1,34 days 00:00:00,48 days,1,1,1,,,0,1,0,1,D.  Koorders,00736,D.  Koorders,,,,,,,,,,
697,mr. J. Wertheim,,,,1193.0,41.04%,Amsterdam,1868-01-22,algemeen,4322,2946,2947,17442,222,6.0,1454,17334.0,11,0,0,0,-0.014537902388369679,1,,0 days,1,1,1,,,0,0,0,0,,,,-3255.24502257842,,,,,,,,,
698,J. Dirks,,,,172.0,5.92%,Amsterdam,1868-01-22,algemeen,4322,2946,2947,17442,222,6.0,1454,17334.0,12,0,0,0,-0.07343948309680397,1,4773 days 00:00:00,6124 days,1,1,1,,,0,0,0,0,,,,,0.0,0.0,,,,,,,
699,mr. J.W. Gefken,mr. J.W. Gefken,J.W.  Gefken,,151.0,5.19%,Amsterdam,1868-01-22,algemeen,4322,2946,2947,17442,222,6.0,1454,17334.0,13,0,0,0,-0.07465097496250145,1,2694 days 00:00:00,8030 days,4,10,9,,,1,1,0,0,J.W.  Gefken,00440,J.W.  Gefken,83045.41858749038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,mr. J. Heemskerk Bzn.,mr. J. Heemskerk Bzn.,J.  Heemskerk Bzn.,,1352.0,53.44%,Amsterdam,1868-02-13,tussentijds,4322,2534,2534,2530,2,1.0,1265,2526.0,1,1,1,0,0.07046714172604909,1,994 days 00:00:00,7495 days,1,20,16,11,9,1,10,8,1,J.  Heemskerk,00538,J.  Heemskerk,1430.3669240207687,1.0,,,,,,,,
701,mr. J. Heemskerk Bzn.,mr. J. Heemskerk Bzn.,J.  Heemskerk Bzn.,,1352.0,53.44%,Amsterdam,1868-02-13,tussentijds,4322,2534,2534,2530,2,1.0,1265,2526.0,1,1,1,0,0.07046714172604909,1,994 days 00:00:00,7495 days,1,20,16,11,9,1,10,8,1,J.  Heemskerk,00537,J.  Heemskerk,554414.5607918405,1.0,,,,,,,,
702,mr.dr. E.H. s' Jacob,mr.dr. E.H. s' Jacob,E.H. s' Jacob,,1174.0,46.40%,Amsterdam,1868-02-13,tussentijds,4322,2534,2534,2530,2,1.0,1265,2526.0,2,0,0,1,-0.07046714172604909,1,449 days 00:00:00,3143 days,1,3,3,,,0,3,1,2,E.H. s' Jacob,00631,E.H. s' Jacob,593310.2608317393,0.0,0.0,0.0,,,,,,
703,T.J. Stieltjes,T.J. Stieltjes,T.J.  Stieltjes,(AH)*,1524.0,64.30%,Amsterdam,1869-06-08,periodiek,3964,2386,2384,7110,24,3.0,1185,7079.0,1,1,0,0,0.08066111032631727,1,2864 days 00:00:00,6293 days,3,14,12,2,2,1,4,1,2,Th.J.  Stieltjes,01303,Th.J.  Stieltjes,0.0,1.0,1.0,,,,,,,
704,mr. J. Heemskerk Bzn.,mr. J. Heemskerk Bzn.,J.  Heemskerk Bzn.,(AH)*,1493.0,63.00%,Amsterdam,1869-06-08,periodiek,3964,2386,2384,7110,24,3.0,1185,7079.0,2,1,0,0,0.07628196072891652,1,994 days 00:00:00,7495 days,1,21,17,12,10,1,10,9,0,J.  Heemskerk,00538,J.  Heemskerk,1430.3669240207687,,,,,,,,,
705,mr. J. Heemskerk Bzn.,mr. J. Heemskerk Bzn.,J.  Heemskerk Bzn.,(AH)*,1493.0,63.00%,Amsterdam,1869-06-08,periodiek,3964,2386,2384,7110,24,3.0,1185,7079.0,2,1,0,0,0.07628196072891652,1,994 days 00:00:00,7495 days,1,21,17,12,10,1,10,9,0,J.  Heemskerk,00537,J.  Heemskerk,554414.5607918405,,,,,,,,,
706,mr. M.J. de Lange,mr. M.J. de Lange,M.J. de Lange,(AH)*,1360.0,57.38%,Amsterdam,1869-06-08,periodiek,3964,2386,2384,7110,24,3.0,1185,7079.0,3,1,1,0,0.057493996327164856,1,1820 days 00:00:00,4830 days,1,5,4,2,2,1,2,0,1,M.J. de Lange,00784,M.J. de Lange,212539.4474970895,1.0,,,,,,,,
707,mr. M.J. Pijnappel,mr. M.J. Pijnappel,M.J.  Pijnappel,AK/DT/DZH,953.0,40.21%,Amsterdam,1869-06-08,periodiek,3964,2386,2384,7110,24,3.0,1185,7079.0,4,0,0,1,-0.057493996327164856,1,-2879 days +00:00:00,11196 days,1,4,3,,,0,4,2,2,M.J.  Pijnappel,01068,M.J.  Pijnappel,1759734.1754003214,0.0,0.0,,,,,,,
708,G.C.C. Pels Rijcken,,,AK/DT/DZH,767.0,32.36%,Amsterdam,1869-06-08,periodiek,3964,2386,2384,7110,24,3.0,1185,7079.0,5,0,0,0,-0.08376889391156943,1,,0 days,1,1,1,,,0,0,0,0,,,,19773.4065487852,,,,,,,,,
709,G.C.C. Pels Rijcken,,,AK/DT/DZH,767.0,32.36%,Amsterdam,1869-06-08,periodiek,3964,2386,2384,7110,24,3.0,1185,7079.0,5,0,0,0,-0.08376889391156943,1,,0 days,1,1,1,,,0,0,0,0,,,,19773.8808797519,,,,,,,,,
710,H.A. Hartogh,,,AK/DT/DZH,721.0,30.42%,Amsterdam,1869-06-08,periodiek,3964,2386,2384,7110,24,3.0,1185,7079.0,6,0,0,0,-0.0902669868625512,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
711,mr.dr. J.J. Teding van Berkhout,mr.dr. J.J. Teding van Berkhout,J.J.  Teding van Berkhout,,89.0,3.76%,Amsterdam,1869-06-08,periodiek,3964,2386,2384,7110,24,3.0,1185,7079.0,7,0,0,0,-0.17954513349343126,1,65 days 00:00:00,10421 days,4,15,15,,,0,2,0,2,J.J.  Teding van Berkhout,01343,J.J.  Teding van Berkhout,,0.0,0.0,0.0,1.0,0.0,,,,
712,jhr.mr. J.W. van Loon,jhr.mr. J.W. van Loon,J.W. van Loon,,88.0,3.71%,Amsterdam,1869-06-08,periodiek,3964,2386,2384,7110,24,3.0,1185,7079.0,8,0,0,0,-0.17968639638367,1,449 days 00:00:00,3283 days,6,23,20,,,1,2,0,1,J.W. van Loon,00841,J.W. van Loon,,1.0,,,,,,,,
713,J. van Eik,,,,84.0,3.54%,Amsterdam,1869-06-08,periodiek,3964,2386,2384,7110,24,3.0,1185,7079.0,9,0,0,0,-0.18025144794462494,1,868 days 00:00:00,1820 days,1,4,4,,,0,0,0,0,,,,,,,,,,,,,
714,mr.dr. E.H. s' Jacob,mr.dr. E.H. s' Jacob,E.H. s' Jacob,,1087.0,54.98%,Amsterdam,1869-10-12,tussentijds,3964,1985,1982,1977,2,1.0,989,1958.0,1,1,1,0,0.186414708886619,1,449 days 00:00:00,3143 days,1,5,5,2,2,1,3,1,1,E.H. s' Jacob,00631,E.H. s' Jacob,593310.2608317393,0.0,0.0,,,,,,,
715,dr. J. Bosscha jr.,,,,722.0,36.52%,Amsterdam,1869-10-12,tussentijds,3964,1985,1982,1977,2,1.0,989,1958.0,2,0,0,1,-0.186414708886619,1,-833 days +00:00:00,833 days,1,4,3,,,0,0,0,0,,,,199157.781017844,,,,,,,,,
716,mr. N.J. den Tex,,,,149.0,7.54%,Amsterdam,1869-10-12,tussentijds,3964,1985,1982,1977,2,1.0,989,1958.0,3,0,0,0,-0.4790602655771195,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
717,jhr.mr. G.C.J. van Reenen,jhr.mr. G.C.J. van Reenen,G.C.J. van Reenen,,1216.0,59.35%,Amsterdam,1870-02-08,tussentijds,3964,2054,2055,2049,4,1.0,1025,3250.0,1,1,1,0,0.054461538461538464,1,42 days 00:00:00,6902 days,2,11,10,7,7,2,10,7,1,G.C.J. van Reenen,01092,G.C.J. van Reenen,593377.5088815925,1.0,0.0,,,,,,,
718,jhr.mr. G.C.J. van Reenen,jhr.mr. G.C.J. van Reenen,G.C.J. van Reenen,,1039.0,50.71%,Amsterdam,1870-02-08,tussentijds,3964,2054,2055,2049,4,1.0,1025,3250.0,2,0,0,1,-0.054461538461538464,1,42 days 00:00:00,6902 days,2,11,10,,,2,10,7,1,G.C.J. van Reenen,01092,G.C.J. van Reenen,593377.5088815925,1.0,0.0,,,,,,,
719,mr. T.M.C. Asser,,,,939.0,45.83%,Amsterdam,1870-02-08,tussentijds,3964,2054,2055,2049,4,1.0,1025,3250.0,3,0,0,0,-0.08523076923076923,1,,0 days,1,1,1,,,0,0,0,0,,,,1582759.96971655,,,,,,,,,
720,mr.dr. J.J. Teding van Berkhout,mr.dr. J.J. Teding van Berkhout,J.J.  Teding van Berkhout,,56.0,2.73%,Amsterdam,1870-02-08,tussentijds,3964,2054,2055,2049,4,1.0,1025,3250.0,4,0,0,0,-0.3569230769230769,1,65 days 00:00:00,10421 days,1,16,16,,,0,2,0,2,J.J.  Teding van Berkhout,01343,J.J.  Teding van Berkhout,,0.0,0.0,0.0,1.0,0.0,,,,
721,mr. C. Fock,mr. C. Fock,C.  Fock,(AH)*,1262.0,52.42%,Amsterdam,1871-06-13,periodiek,3959,2424,2424,7223,43,3.0,1204,7193.0,1,1,0,0,0.018768246906714862,1,0 days 00:00:00,0 days,2,2,2,2,2,2,2,0,0,C.  Fock,00409,C.  Fock,-4477.981582591198,,,,,,,,,
722,jhr.mr. G.C.J. van Reenen,jhr.mr. G.C.J. van Reenen,G.C.J. van Reenen,DT/DZH,1216.0,50.51%,Amsterdam,1871-06-13,periodiek,3959,2424,2424,7223,43,3.0,1204,7193.0,2,1,0,0,0.012373140553315724,1,42 days 00:00:00,6902 days,1,12,11,8,8,1,10,9,0,G.C.J. van Reenen,01092,G.C.J. van Reenen,593377.5088815925,0.0,,,,,,,,
723,mr.dr. E.H. s' Jacob,mr.dr. E.H. s' Jacob,E.H. s' Jacob,DT/DZH,1153.0,47.89%,Amsterdam,1871-06-13,periodiek,3959,2424,2424,7223,43,3.0,1204,7193.0,3,1,1,0,0.0036146253301821214,1,449 days 00:00:00,3143 days,1,6,6,3,3,0,3,2,1,E.H. s' Jacob,00631,E.H. s' Jacob,593310.2608317393,0.0,,,,,,,,
724,J.P. de Bordes,,,(AH)*,1127.0,46.81%,Amsterdam,1871-06-13,periodiek,3959,2424,2424,7223,43,3.0,1204,7193.0,4,0,0,1,-0.0036146253301821214,1,,14 days,1,1,1,,,0,0,0,0,,,,151335.061989315,,,,,,,,,
725,mr. A.S. van Nierop,mr. A.S. van Nierop,A.S. van Nierop,(AH)*,1071.0,44.48%,Amsterdam,1871-06-13,periodiek,3959,2424,2424,7223,43,3.0,1204,7193.0,5,0,0,0,-0.011399972195189768,1,5481 days 00:00:00,10059 days,1,23,15,,,0,5,5,0,A.S. van Nierop,00963,A.S. van Nierop,,,,,,,,,,
726,H.A. Insinger,H.A. Insinger,H.A.  Insinger,DT/DZH,1051.0,43.65%,Amsterdam,1871-06-13,periodiek,3959,2424,2424,7223,43,3.0,1204,7193.0,6,0,0,0,-0.014180453218406785,1,1463 days 00:00:00,5355 days,1,4,3,,,0,5,2,3,H.A.  Insinger,00628,H.A.  Insinger,,0.0,0.0,0.0,,,,,,
727,mr.dr. J.J. Teding van Berkhout,mr.dr. J.J. Teding van Berkhout,J.J.  Teding van Berkhout,,118.0,4.90%,Amsterdam,1871-06-13,periodiek,3959,2424,2424,7223,43,3.0,1204,7193.0,7,0,0,0,-0.1438898929514806,1,65 days 00:00:00,10421 days,2,18,18,,,0,2,0,2,J.J.  Teding van Berkhout,01343,J.J.  Teding van Berkhout,,0.0,0.0,1.0,,,,,,
728,mr. L.W.C. Keuchenius,mr. L.W.C. Keuchenius,L.W.C.  Keuchenius,,103.0,4.28%,Amsterdam,1871-06-13,periodiek,3959,2424,2424,7223,43,3.0,1204,7193.0,8,0,0,0,-0.14597525371889336,1,408 days 00:00:00,9856 days,4,21,20,,,0,12,2,10,L.W.Ch.  Keuchenius,00691,L.W.Ch.  Keuchenius,-8129.321577144653,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
729,M.D. van Otterloo,,,,92.0,3.82%,Amsterdam,1871-06-13,periodiek,3959,2424,2424,7223,43,3.0,1204,7193.0,9,0,0,0,-0.14750451828166272,1,0 days 00:00:00,1687 days,3,4,4,,,0,0,0,0,,,,,,,,,,,,,
730,mr.dr. E.H. s' Jacob,mr.dr. E.H. s' Jacob,E.H. s' Jacob,DT/DZH,1017.0,50.57%,Amsterdam,1871-06-27,herstemming,3959,2018,2018,2011,5,1.0,1006,2011.0,1,1,1,0,0.011437095972153158,1,449 days 00:00:00,3143 days,1,7,6,4,3,1,3,2,0,E.H. s' Jacob,00631,E.H. s' Jacob,593310.2608317393,0.0,,,,,,,,
731,J.P. de Bordes,,,(AH)*,994.0,49.43%,Amsterdam,1871-06-27,herstemming,3959,2018,2018,2011,5,1.0,1006,2011.0,2,0,0,1,-0.011437095972153158,1,,14 days,1,2,1,,,0,0,0,0,,,,151335.061989315,,,,,,,,,
732,mr. M.H. Godefroi,mr. M.H. Godefroi,M.H.  Godefroi,,1020.0,56.73%,Amsterdam,1871-12-05,tussentijds,3959,1799,1800,1798,2,1.0,899,1786.0,1,1,1,0,0.1422172452407615,1,651 days 00:00:00,11149 days,1,11,11,10,10,1,12,9,2,M.H.  Godefroi,00464,M.H.  Godefroi,,1.0,1.0,,,,,,,
733,H.A. Insinger,H.A. Insinger,H.A.  Insinger,,766.0,42.60%,Amsterdam,1871-12-05,tussentijds,3959,1799,1800,1798,2,1.0,899,1786.0,2,0,0,1,-0.1422172452407615,1,1463 days 00:00:00,5355 days,1,5,4,,,0,5,2,3,H.A.  Insinger,00628,H.A.  Insinger,,0.0,0.0,0.0,,,,,,
734,G. Fabius,G. Fabius,G.  Fabius,,643.0,32.92%,Amsterdam,1872-10-22,tussentijds,4022,1968,1961,1953,5,1.0,977,1950.0,1,1,1,0,0.013846153846153847,0,-1694 days +00:00:00,1694 days,1,1,1,1,1,0,1,0,1,G.  Fabius,00395,G.  Fabius,3082.9510641146703,0.0,0.0,0.0,,,,,,
735,mr.dr. J.A. Jolles,mr.dr. J.A. Jolles,J.A.  Jolles,,616.0,31.54%,Amsterdam,1872-10-22,tussentijds,4022,1968,1961,1953,5,1.0,977,1950.0,2,0,0,1,-0.013846153846153847,0,231 days 00:00:00,245 days,1,1,1,,,0,2,0,2,J.A.  Jolles,00645,J.A.  Jolles,20676.44183266623,1.0,,,,,,,,
736,mr. A.S. van Nierop,mr. A.S. van Nierop,A.S. van Nierop,,536.0,27.45%,Amsterdam,1872-10-22,tussentijds,4022,1968,1961,1953,5,1.0,977,1950.0,3,0,0,0,-0.054871794871794874,0,5481 days 00:00:00,10059 days,1,24,16,,,0,5,5,0,A.S. van Nierop,00963,A.S. van Nierop,,,,,,,,,,
737,mr.dr. J.J. Teding van Berkhout,mr.dr. J.J. Teding van Berkhout,J.J.  Teding van Berkhout,,155.0,7.94%,Amsterdam,1872-10-22,tussentijds,4022,1968,1961,1953,5,1.0,977,1950.0,4,0,0,0,-0.25025641025641027,0,65 days 00:00:00,10421 days,1,19,19,,,0,2,0,2,J.J.  Teding van Berkhout,01343,J.J.  Teding van Berkhout,,0.0,0.0,1.0,,,,,,
738,mr.dr. J.A. Jolles,mr.dr. J.A. Jolles,J.A.  Jolles,,948.0,54.55%,Amsterdam,1872-11-05,herstemming,4022,1748,1745,1738,6,1.0,869,1738.0,1,1,1,0,0.09090909090909091,1,231 days 00:00:00,245 days,1,2,1,1,0,1,2,0,1,J.A.  Jolles,00645,J.A.  Jolles,20676.44183266623,1.0,,,,,,,,
739,G. Fabius,G. Fabius,G.  Fabius,,790.0,45.45%,Amsterdam,1872-11-05,herstemming,4022,1748,1745,1738,6,1.0,869,1738.0,2,0,0,1,-0.09090909090909091,1,-1694 days +00:00:00,1694 days,1,2,1,,,0,1,0,1,G.  Fabius,00395,G.  Fabius,3082.9510641146703,0.0,0.0,0.0,,,,,,
740,T.J. Stieltjes,T.J. Stieltjes,T.J.  Stieltjes,(AH)*,1241.0,80.32%,Amsterdam,1873-06-10,periodiek,4019,1691,1691,4635,435,3.0,773,4610.0,1,1,0,0,0.11106290672451193,1,2864 days 00:00:00,6293 days,1,15,13,3,3,1,4,2,1,Th.J.  Stieltjes,01303,Th.J.  Stieltjes,0.0,1.0,,,,,,,,
741,mr. M.J. de Lange,mr. M.J. de Lange,M.J. de Lange,(AH)*,860.0,55.66%,Amsterdam,1873-06-10,periodiek,4019,1691,1691,4635,435,3.0,773,4610.0,2,1,0,0,0.02841648590021692,1,1820 days 00:00:00,4830 days,1,6,5,3,3,1,2,1,0,M.J. de Lange,00784,M.J. de Lange,212539.4474970895,,,,,,,,,
742,mr.dr. J.A. Jolles,mr.dr. J.A. Jolles,J.A.  Jolles,,834.0,53.98%,Amsterdam,1873-06-10,periodiek,4019,1691,1691,4635,435,3.0,773,4610.0,3,1,1,0,0.0227765726681128,1,231 days 00:00:00,245 days,1,3,2,2,1,1,2,1,0,J.A.  Jolles,00645,J.A.  Jolles,20676.44183266623,,,,,,,,,
743,G. Fabius,G. Fabius,G.  Fabius,(DT)*,729.0,47.18%,Amsterdam,1873-06-10,periodiek,4019,1691,1691,4635,435,3.0,773,4610.0,4,0,0,1,-0.0227765726681128,1,-1694 days +00:00:00,1694 days,1,3,2,,,0,1,0,1,G.  Fabius,00395,G.  Fabius,3082.9510641146703,0.0,0.0,,,,,,,
744,A.J.H. van der Toorn,,,,378.0,24.47%,Amsterdam,1873-06-10,periodiek,4019,1691,1691,4635,435,3.0,773,4610.0,5,0,0,0,-0.09891540130151844,1,,0 days,1,1,1,,,0,0,0,0,,,,68763.6939732174,,,,,,,,,
745,mr.dr. J.J. Teding van Berkhout,mr.dr. J.J. Teding van Berkhout,J.J.  Teding van Berkhout,AR,216.0,13.98%,Amsterdam,1873-06-10,periodiek,4019,1691,1691,4635,435,3.0,773,4610.0,6,0,0,0,-0.13405639913232104,1,65 days 00:00:00,10421 days,2,21,21,,,0,2,0,2,J.J.  Teding van Berkhout,01343,J.J.  Teding van Berkhout,,1.0,,,,,,,,
746,mr. L.W.C. Keuchenius,mr. L.W.C. Keuchenius,L.W.C.  Keuchenius,AR,186.0,12.04%,Amsterdam,1873-06-10,periodiek,4019,1691,1691,4635,435,3.0,773,4610.0,7,0,0,0,-0.1405639913232104,1,408 days 00:00:00,9856 days,7,29,28,,,0,12,2,10,L.W.Ch.  Keuchenius,00691,L.W.Ch.  Keuchenius,-8129.321577144653,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
747,W. von Wrangel auf Lindenberg,,,AR,166.0,10.74%,Amsterdam,1873-06-10,periodiek,4019,1691,1691,4635,435,3.0,773,4610.0,8,0,0,0,-0.14490238611713666,1,728 days 00:00:00,1463 days,1,1,1,,,0,0,0,0,,,,,0.0,0.0,0.0,0.0,,,,,
748,G. Fabius,G. Fabius,G.  Fabius,(DZH)*,672.0,51.03%,Amsterdam,1873-06-24,herstemming,4019,1320,1319,1317,1,1.0,659,1316.0,1,1,1,0,0.02127659574468085,1,-1694 days +00:00:00,1694 days,1,4,2,2,1,1,1,0,0,G.  Fabius,00395,G.  Fabius,3082.9510641146703,0.0,0.0,,,,,,,
749,mr.dr. J.A. Jolles,mr.dr. J.A. Jolles,J.A.  Jolles,(AH)*,644.0,48.90%,Amsterdam,1873-06-24,herstemming,4019,1320,1319,1317,1,1.0,659,1316.0,2,0,0,1,-0.02127659574468085,1,231 days 00:00:00,245 days,1,4,2,,,0,2,2,0,J.A.  Jolles,00645,J.A.  Jolles,20676.44183266623,,,,,,,,,
750,mr. M.H. Godefroi,mr. M.H. Godefroi,M.H.  Godefroi,AH(DZH),1880.0,77.68%,Amsterdam,1875-06-08,periodiek,4178,2432,2432,7261,29,3.0,1210,7228.0,1,1,0,0,0.13198671831765357,1,651 days 00:00:00,11149 days,1,12,12,11,11,1,12,10,1,M.H.  Godefroi,00464,M.H.  Godefroi,,1.0,,,,,,,,
751,mr.dr. G. de Vries,mr.dr. G. de Vries,G. de Vries,(AH)*,1410.0,58.26%,Amsterdam,1875-06-08,periodiek,4178,2432,2432,7261,29,3.0,1210,7228.0,2,1,0,0,0.06696181516325402,1,,0 days,1,1,1,1,1,1,1,0,0,G. de Vries,01487,G. de Vries,239116.48,,,,,,,,,
752,mr. S.A. Vening Meinesz,mr. S.A. Vening Meinesz,S.A.  Vening Meinesz,(AH)*,1354.0,55.94%,Amsterdam,1875-06-08,periodiek,4178,2432,2432,7261,29,3.0,1210,7228.0,3,1,1,0,0.05921416712783619,1,1463 days 00:00:00,1463 days,1,1,1,1,1,1,2,0,1,S.A.  Vening Meinesz,01405,S.A.  Vening Meinesz,43731.65694868738,1.0,,,,,,,,
753,jhr.mr. G.C.J. van Reenen,jhr.mr. G.C.J. van Reenen,G.C.J. van Reenen,DZH(DT),926.0,38.26%,Amsterdam,1875-06-08,periodiek,4178,2432,2432,7261,29,3.0,1210,7228.0,4,0,0,1,-0.05921416712783619,1,42 days 00:00:00,6902 days,1,13,12,,,0,10,10,0,G.C.J. van Reenen,01092,G.C.J. van Reenen,593377.5088815925,,,,,,,,,
754,mr.dr. E.H. s' Jacob,mr.dr. E.H. s' Jacob,E.H. s' Jacob,DZH(DT),863.0,35.66%,Amsterdam,1875-06-08,periodiek,4178,2432,2432,7261,29,3.0,1210,7228.0,5,0,0,0,-0.06793027116768124,1,449 days 00:00:00,3143 days,1,8,7,,,0,3,3,0,E.H. s' Jacob,00631,E.H. s' Jacob,593310.2608317393,,,,,,,,,
755,mr. J.W. Gefken,mr. J.W. Gefken,J.W.  Gefken,AR(DT),514.0,21.24%,Amsterdam,1875-06-08,periodiek,4178,2432,2432,7261,29,3.0,1210,7228.0,6,0,0,0,-0.11621472053126729,1,2694 days 00:00:00,8030 days,5,21,20,,,0,1,1,0,J.W.  Gefken,00440,J.W.  Gefken,83045.41858749038,,,,,,,,,
756,W. von Wrangel auf Lindenberg,,,AR,142.0,5.87%,Amsterdam,1875-06-08,periodiek,4178,2432,2432,7261,29,3.0,1210,7228.0,7,0,0,0,-0.16768123962368567,1,728 days 00:00:00,1463 days,2,4,4,,,0,0,0,0,,,,,0.0,0.0,,,,,,,
757,mr. L.W.C. Keuchenius,mr. L.W.C. Keuchenius,L.W.C.  Keuchenius,AR,139.0,5.74%,Amsterdam,1875-06-08,periodiek,4178,2432,2432,7261,29,3.0,1210,7228.0,8,0,0,0,-0.1680962921970116,1,408 days 00:00:00,9856 days,3,35,33,,,0,12,2,10,L.W.Ch.  Keuchenius,00691,L.W.Ch.  Keuchenius,-8129.321577144653,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
758,mr. C. van Heukelom,mr. C. van Heukelom,C. van Heukelom,,481.0,71.79%,Amsterdam,1877-04-17,tussentijds,4141,678,678,670,8,1.0,335,646.0,1,1,1,0,0.4891640866873065,1,504 days 00:00:00,7441 days,1,7,5,5,3,1,5,3,1,C. van Heukelom,00569,C. van Heukelom,370390.383294002,1.0,,,,,,,,
759,S.W.J. Jitta,,,,165.0,24.63%,Amsterdam,1877-04-17,tussentijds,4141,678,678,670,8,1.0,335,646.0,2,0,0,1,-0.4891640866873065,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
760,T.J. Stieltjes,T.J. Stieltjes,T.J.  Stieltjes,(AH)*,1396.0,91.76%,Amsterdam,1877-06-12,periodiek,4195,1543,1543,4564,65,3.0,761,4513.0,1,1,0,0,0.24108132062929316,1,2864 days 00:00:00,6293 days,1,16,14,4,4,1,4,3,0,Th.J.  Stieltjes,01303,Th.J.  Stieltjes,0.0,,,,,,,,,
761,jhr.mr. J.W.H. Rutgers van Rozenburg,jhr.mr. J.W.H. Rutgers van Rozenburg,J.W.H.  Rutgers van Rozenburg,(AH)*,1369.0,89.99%,Amsterdam,1877-06-12,periodiek,4195,1543,1543,4564,65,3.0,761,4513.0,2,1,0,0,0.23509860403279415,1,1463 days 00:00:00,9086 days,1,6,5,3,2,1,10,2,7,J.W.H.  Rutgers van Rozenburg,01148,J.W.H.  Rutgers van Rozenburg,844663.3662986878,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
762,jhr.mr. J.W.H. Rutgers van Rozenburg,jhr.mr. J.W.H. Rutgers van Rozenburg,J.W.H.  Rutgers van Rozenburg,(AH)*,1369.0,89.99%,Amsterdam,1877-06-12,periodiek,4195,1543,1543,4564,65,3.0,761,4513.0,2,1,0,0,0.23509860403279415,1,1463 days 00:00:00,9086 days,1,6,5,3,2,1,10,2,7,J.W.H.  Rutgers van Rozenburg,01149,J.W.H.  Rutgers van Rozenburg,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
763,P.H. Holtzman,P.H. Holtzman,P.H.  Holtzman,(AH)*,1157.0,76.05%,Amsterdam,1877-06-12,periodiek,4195,1543,1543,4564,65,3.0,761,4513.0,3,1,1,0,0.18812319964546864,1,1463 days 00:00:00,1463 days,1,1,1,1,1,1,2,0,1,P.H.  Holtzman,00594,P.H.  Holtzman,,1.0,,,,,,,,
764,G. Fabius,G. Fabius,G.  Fabius,,308.0,20.25%,Amsterdam,1877-06-12,periodiek,4195,1543,1543,4564,65,3.0,761,4513.0,4,0,0,1,-0.18812319964546864,1,-1694 days +00:00:00,1694 days,2,6,4,,,0,1,1,0,G.  Fabius,00395,G.  Fabius,3082.9510641146703,,,,,,,,,
765,jhr.mr. A.F. de Savornin Lohman,jhr.mr. A.F. de Savornin Lohman,A.F. de Savornin Lohman,AR,96.0,6.31%,Amsterdam,1877-06-12,periodiek,4195,1543,1543,4564,65,3.0,761,4513.0,5,0,0,0,-0.23509860403279415,1,735 days 00:00:00,15347 days,5,11,10,,,0,13,0,13,A.F. de Savornin Lohman,01177,A.F. de Savornin Lohman,84837.26570317429,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
766,mr. L.W.C. Keuchenius,mr. L.W.C. Keuchenius,L.W.C.  Keuchenius,AR,94.0,6.18%,Amsterdam,1877-06-12,periodiek,4195,1543,1543,4564,65,3.0,761,4513.0,6,0,0,0,-0.2355417682251274,1,408 days 00:00:00,9856 days,2,37,35,,,0,12,2,10,L.W.Ch.  Keuchenius,00691,L.W.Ch.  Keuchenius,-8129.321577144653,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0
