,Unnamed: 0,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,Opkomst,margin
1729,1729,mr. N.P.J. Kien,,572.0,44.20%,Utrecht,08/06/1858,periodiek,2788,1305,1294.0,7,1.0,647,1246.0,0.15730337078651685
1730,1730,jhr.mr. J.L.B. de Muralt,,376.0,29.06%,Utrecht,08/06/1858,periodiek,2788,1305,1294.0,7,1.0,647,1246.0,-0.15730337078651685
1731,1731,mr. B.J.L. baron van Geer van Jutphaas,,298.0,23.03%,Utrecht,08/06/1858,periodiek,2788,1305,1294.0,7,1.0,647,1246.0,-0.21990369181380418
1732,1732,mr. N.P.J. Kien,,718.0,65.93%,Utrecht,22/06/1858,herstemming,2788,1107,1089.0,10,1.0,545,1089.0,0.3186409550045914
1733,1733,jhr.mr. J.L.B. de Muralt,,371.0,34.07%,Utrecht,22/06/1858,herstemming,2788,1107,1089.0,10,1.0,545,1089.0,-0.3186409550045914
1734,1734,mr. E. du Marchie van Voorthuysen,,704.0,94.88%,Utrecht,12/06/1860,periodiek,2755,761,742.0,19,1.0,371,704.0,999.0
1735,1735,mr. N.P.J. Kien,,616.0,64.17%,Utrecht,10/06/1862,periodiek,2866,986,960.0,23,1.0,480,905.0,0.41325966850828727
1736,1736,mr. S. baron van Heemstra,,242.0,25.21%,Utrecht,10/06/1862,periodiek,2866,986,960.0,23,1.0,480,905.0,-0.41325966850828727
1737,1737,mr. W.R. Boer,,47.0,4.90%,Utrecht,10/06/1862,periodiek,2866,986,960.0,23,1.0,480,905.0,-0.6287292817679558
1738,1738,mr. E. du Marchie van Voorthuysen,,1155.0,80.71%,Utrecht,14/06/1864,periodiek,2939,1447,1431.0,10,1.0,716,1394.0,0.6571018651362984
1739,1739,mr. S.J. van Geuns,,239.0,16.70%,Utrecht,14/06/1864,periodiek,2939,1447,1431.0,10,1.0,716,1394.0,-0.6571018651362984
1740,1740,mr. N.P.J. Kien,,521.0,30.33%,Utrecht,12/06/1866,periodiek,2944,1742,1718.0,1,1.0,859,1689.0,0.0615748963883955
1741,1741,mr. W.R. Boer,,417.0,24.27%,Utrecht,12/06/1866,periodiek,2944,1742,1718.0,1,1.0,859,1689.0,-0.0615748963883955
1742,1742,mr. C.T. graaf van Lynden van Sandenburg,,401.0,23.34%,Utrecht,12/06/1866,periodiek,2944,1742,1718.0,1,1.0,859,1689.0,-0.07104795737122557
1743,1743,mr. B.G.A. Pabst,,350.0,20.37%,Utrecht,12/06/1866,periodiek,2944,1742,1718.0,1,1.0,859,1689.0,-0.10124333925399645
1744,1744,mr. N.P.J. Kien,,640.0,52.72%,Utrecht,26/06/1866,herstemming,2944,1236,1214.0,15,1.0,607,1214.0,0.054365733113673806
1745,1745,mr. W.R. Boer,,574.0,47.28%,Utrecht,26/06/1866,herstemming,2944,1236,1214.0,15,1.0,607,1214.0,-0.054365733113673806
1746,1746,mr. E. du Marchie van Voorthuysen,,1279.0,58.64%,Utrecht,30/10/1866,algemeen,2944,2212,4362.0,48,2.0,1091,4177.0,0.18530045487191765
1747,1747,mr. N.P.J. Kien,,972.0,44.57%,Utrecht,30/10/1866,algemeen,2944,2212,4362.0,48,2.0,1091,4177.0,0.11180272923150586
1748,1748,mr. H. Verloren van Themaat,,505.0,23.15%,Utrecht,30/10/1866,algemeen,2944,2212,4362.0,48,2.0,1091,4177.0,-0.11180272923150586
1749,1749,mr. S.J. van Geuns,,480.0,22.01%,Utrecht,30/10/1866,algemeen,2944,2212,4362.0,48,2.0,1091,4177.0,-0.11778788604261432
1750,1750,mr. W.R. baron van Tuyll van Serooskerke,,442.0,20.27%,Utrecht,30/10/1866,algemeen,2944,2212,4362.0,48,2.0,1091,4177.0,-0.12688532439549915
1751,1751,J.N. Bastert,,267.0,12.24%,Utrecht,30/10/1866,algemeen,2944,2212,4362.0,48,2.0,1091,4177.0,-0.16878142207325833
1752,1752,mr. W.R. Boer,,157.0,7.20%,Utrecht,30/10/1866,algemeen,2944,2212,4362.0,48,2.0,1091,4177.0,-0.1951161120421355
1753,1753,E.H. Kol,,42.0,1.93%,Utrecht,30/10/1866,algemeen,2944,2212,4362.0,48,2.0,1091,4177.0,-0.22264783337323438
1754,1754,J.L. Bernhardi,,33.0,1.51%,Utrecht,30/10/1866,algemeen,2944,2212,4362.0,48,2.0,1091,4177.0,-0.22480248982523343
1755,1755,mr. N.P.J. Kien,,868.0,53.22%,Utrecht,13/11/1866,herstemming,2944,1644,1631.0,8,1.0,816,1631.0,0.06437768240343347
1756,1756,mr. H. Verloren van Themaat,,763.0,46.78%,Utrecht,13/11/1866,herstemming,2944,1644,1631.0,8,1.0,816,1631.0,-0.06437768240343347
1757,1757,mr. E. du Marchie van Voorthuysen,,1152.0,75.22%,Utrecht,22/01/1868,algemeen,3016,1575,3063.0,79,2.0,766,2901.0,0.2688728024819028
1758,1758,mr. N.P.J. Kien,,981.0,64.05%,Utrecht,22/01/1868,algemeen,3016,1575,3063.0,79,2.0,766,2901.0,0.20992761116856257
1759,1759,mr. H. Verloren van Themaat,,372.0,24.29%,Utrecht,22/01/1868,algemeen,3016,1575,3063.0,79,2.0,766,2901.0,-0.20992761116856257
1760,1760,mr. S.J. van Geuns,,361.0,23.57%,Utrecht,22/01/1868,algemeen,3016,1575,3063.0,79,2.0,766,2901.0,-0.21371940710099965
1761,1761,mr. W.R. baron van Tuyll van Serooskerke,,35.0,2.29%,Utrecht,22/01/1868,algemeen,3016,1575,3063.0,79,2.0,766,2901.0,-0.3260944501895898
1762,1762,mr. E. du Marchie van Voorthuysen,AK/DZH,856.0,63.88%,Utrecht,08/06/1869,periodiek,2752,1353,1340.0,11,1.0,670,1325.0,0.48754716981132074
1763,1763,mr. B.J.L. baron van Geer van Jutphaas,,210.0,15.67%,Utrecht,08/06/1869,periodiek,2752,1353,1340.0,11,1.0,670,1325.0,-0.48754716981132074
1764,1764,mr. H. Verloren van Themaat,(AH)*,196.0,14.63%,Utrecht,08/06/1869,periodiek,2752,1353,1340.0,11,1.0,670,1325.0,-0.4981132075471698
1765,1765,mr. E.A.J. Francis,,63.0,4.70%,Utrecht,08/06/1869,periodiek,2752,1353,1340.0,11,1.0,670,1325.0,-0.5984905660377359
1766,1766,mr. W.R. Boer,(AH)*,563.0,44.90%,Utrecht,13/06/1871,periodiek,2818,1269,1254.0,9,1.0,627,1208.0,0.1870860927152318
1767,1767,mr. N.P.J. Kien,,337.0,26.87%,Utrecht,13/06/1871,periodiek,2818,1269,1254.0,9,1.0,627,1208.0,-0.1870860927152318
1768,1768,mr. J.P.J.A. graaf van Zuylen van Nijevelt,,308.0,24.56%,Utrecht,13/06/1871,periodiek,2818,1269,1254.0,9,1.0,627,1208.0,-0.21109271523178808
1769,1769,mr. N.P.J. Kien,(DZH)*,818.0,58.89%,Utrecht,27/06/1871,herstemming,2818,1411,1389.0,17,1.0,695,1389.0,0.17782577393808496
1770,1770,mr. W.R. Boer,(AH)*,571.0,41.11%,Utrecht,27/06/1871,herstemming,2818,1411,1389.0,17,1.0,695,1389.0,-0.17782577393808496
1771,1771,mr. E. du Marchie van Voorthuysen,,715.0,45.03%,Utrecht,10/06/1873,periodiek,2960,1607,1588.0,18,1.0,794,1555.0,0.09067524115755626
1772,1772,mr. J. Messchert van Vollenhoven,AR,574.0,36.15%,Utrecht,10/06/1873,periodiek,2960,1607,1588.0,18,1.0,794,1555.0,-0.09067524115755626
1773,1773,mr. J.G. de Bruijn,,266.0,16.75%,Utrecht,10/06/1873,periodiek,2960,1607,1588.0,18,1.0,794,1555.0,-0.2887459807073955
1774,1774,mr. J. Messchert van Vollenhoven,AR,932.0,52.89%,Utrecht,24/06/1873,herstemming,2960,1771,1762.0,6,1.0,881,1762.0,0.05788876276958002
1775,1775,mr. E. du Marchie van Voorthuysen,(AH)*,830.0,47.11%,Utrecht,24/06/1873,herstemming,2960,1771,1762.0,6,1.0,881,1762.0,-0.05788876276958002
1776,1776,J.N. Bastert,(AH)*,741.0,43.92%,Utrecht,08/06/1875,periodiek,3110,1703,1687.0,14,1.0,844,1668.0,0.046762589928057555
1777,1777,mr. N.P.J. Kien,DZH(DT),663.0,39.30%,Utrecht,08/06/1875,periodiek,3110,1703,1687.0,14,1.0,844,1668.0,-0.046762589928057555
1778,1778,J. Wolbers,,264.0,15.65%,Utrecht,08/06/1875,periodiek,3110,1703,1687.0,14,1.0,844,1668.0,-0.28597122302158273
1779,1779,J.N. Bastert,(AH)*,1136.0,50.78%,Utrecht,22/06/1875,herstemming,3110,2248,2237.0,8,1.0,1119,2237.0,0.015645954403218598
1780,1780,mr. N.P.J. Kien,DZH(AR/DT),1101.0,49.22%,Utrecht,22/06/1875,herstemming,3110,2248,2237.0,8,1.0,1119,2237.0,-0.015645954403218598
1781,1781,jhr.mr. J. Roëll,(AH)*,957.0,55.67%,Utrecht,12/06/1877,periodiek,3246,1731,1719.0,10,1.0,860,1678.0,0.16507747318235996
1782,1782,mr. B.J.L. baron van Geer van Jutphaas,AR(DT),680.0,39.56%,Utrecht,12/06/1877,periodiek,3246,1731,1719.0,10,1.0,860,1678.0,-0.16507747318235996
1783,1783,E.H. Kol,,41.0,2.39%,Utrecht,12/06/1877,periodiek,3246,1731,1719.0,10,1.0,860,1678.0,-0.5458879618593564
1784,1784,J.N. Bastert,(AH)*,791.0,49.10%,Utrecht,10/06/1879,periodiek,2751,1619,1611.0,6,1.0,806,1604.0,0.18765586034912718
1785,1785,M.W. baron van Tour van Bellinchave,(DT)*,490.0,30.42%,Utrecht,10/06/1879,periodiek,2751,1619,1611.0,6,1.0,806,1604.0,-0.18765586034912718
1786,1786,jhr.mr. A.F. de Savornin Lohman,AR,323.0,20.05%,Utrecht,10/06/1879,periodiek,2751,1619,1611.0,6,1.0,806,1604.0,-0.29177057356608477
1787,1787,M.W. baron van Tour van Bellinchave,AR(DT),975.0,50.13%,Utrecht,24/06/1879,herstemming,2751,1955,1945.0,9,1.0,973,1945.0,0.002570694087403599
1788,1788,J.N. Bastert,(AH)*,970.0,49.87%,Utrecht,24/06/1879,herstemming,2751,1955,1945.0,9,1.0,973,1945.0,-0.002570694087403599
1789,1789,J.N. Bastert,,1187.0,51.65%,Utrecht,04/11/1879,tussentijds,2751,2310,2298.0,8,1.0,1149,2299.0,0.032622879512831666
1790,1790,M.W. baron van Tour van Bellinchave,,1112.0,48.39%,Utrecht,04/11/1879,tussentijds,2751,2310,2298.0,8,1.0,1149,2299.0,-0.032622879512831666
1791,1791,jhr.mr. J. Roëll,(AH)*,941.0,66.83%,Utrecht,14/06/1881,periodiek,2843,1487,1408.0,79,1.0,704,1394.0,0.3500717360114778
1792,1792,mr. S. baron van Heemstra 2,AR,453.0,32.17%,Utrecht,14/06/1881,periodiek,2843,1487,1408.0,79,1.0,704,1394.0,-0.3500717360114778
1793,1793,J.N. Bastert,(AH)*,1109.0,50.64%,Utrecht,12/06/1883,periodiek,2953,2201,2190.0,9,1.0,1095,2182.0,0.016498625114573784
1794,1794,J.E.N. baron van Schimmelpenninck van der Oye,AR(DT),1073.0,49.00%,Utrecht,12/06/1883,periodiek,2953,2201,2190.0,9,1.0,1095,2182.0,-0.016498625114573784
1795,1795,jhr.mr. J. Roëll,(AH)*,1180.0,55.44%,Utrecht,28/10/1884,algemeen,3048,2372,4257.0,485,2.0,1064,4240.0,0.11132075471698114
1796,1796,J.N. Bastert,(AH)*,1154.0,54.22%,Utrecht,28/10/1884,algemeen,3048,2372,4257.0,485,2.0,1064,4240.0,0.10518867924528302
1797,1797,J.E.N. baron van Schimmelpenninck van der Oye,AR,708.0,33.26%,Utrecht,28/10/1884,algemeen,3048,2372,4257.0,485,2.0,1064,4240.0,-0.10518867924528302
1798,1798,jhr.mr. J.H. Hora Siccama,AR,649.0,30.49%,Utrecht,28/10/1884,algemeen,3048,2372,4257.0,485,2.0,1064,4240.0,-0.11910377358490566
1799,1799,mr. J.J.I. Harte van Tecklenburg,(DT)*,549.0,25.79%,Utrecht,28/10/1884,algemeen,3048,2372,4257.0,485,2.0,1064,4240.0,-0.14268867924528303
1800,1800,J.E.N. baron van Schimmelpenninck van der Oye,AR(DT),1341.0,51.12%,Utrecht,11/11/1884,herstemming,3048,2638,2623.0,12,1.0,1312,2623.0,0.02249332825009531
1801,1801,J.N. Bastert,,1282.0,48.88%,Utrecht,11/11/1884,herstemming,3048,2638,2623.0,12,1.0,1312,2623.0,-0.02249332825009531
1802,1802,J.E.N. baron van Schimmelpenninck van der Oye,AR(DT),1445.0,50.73%,Utrecht,15/06/1886,algemeen,3229,2871,5697.0,37,2.0,1424,5690.0,0.00632688927943761
1803,1803,mr. Æ. baron van Mackay 2,AR(DT),1433.0,50.31%,Utrecht,15/06/1886,algemeen,3229,2871,5697.0,37,2.0,1424,5690.0,0.00421792618629174
1804,1804,jhr.mr. J. Roëll,(AH)*,1409.0,49.46%,Utrecht,15/06/1886,algemeen,3229,2871,5697.0,37,2.0,1424,5690.0,-0.00421792618629174
1805,1805,mr. W.J. Royaards van den Ham,(AH)*,1403.0,49.25%,Utrecht,15/06/1886,algemeen,3229,2871,5697.0,37,2.0,1424,5690.0,-0.005272407732864675
1806,1806,J.E.N. baron van Schimmelpenninck van der Oye,AR(DT),1275.0,53.04%,Utrecht,01/09/1887,algemeen,3182,2428,4808.0,44,2.0,1202,4764.0,0.028547439126784216
1807,1807,mr. Æ. baron van Mackay 2,AR(DT),1269.0,52.79%,Utrecht,01/09/1887,algemeen,3182,2428,4808.0,44,2.0,1202,4764.0,0.0272879932829555
1808,1808,mr. W.J. Royaards van den Ham,,1139.0,47.38%,Utrecht,01/09/1887,algemeen,3182,2428,4808.0,44,2.0,1202,4764.0,-0.0272879932829555
1809,1809,J. Duyvis,,1081.0,44.97%,Utrecht,01/09/1887,algemeen,3182,2428,4808.0,44,2.0,1202,4764.0,-0.03946263643996641
1810,1810,mr. L.G. Verwer,,471.0,36.31%,Hilversum,26/02/1878,tussentijds,1827,1303,1297.0,2,1.0,649,1292.0,0.013157894736842105
1811,1811,A. baron van Schimmelpenninck van der Oye,,454.0,35.00%,Hilversum,26/02/1878,tussentijds,1827,1303,1297.0,2,1.0,649,1292.0,-0.013157894736842105
1812,1812,mr. L.G. Greeve,,202.0,15.57%,Hilversum,26/02/1878,tussentijds,1827,1303,1297.0,2,1.0,649,1292.0,-0.20820433436532507
1813,1813,A.L. van Tienen,,95.0,7.32%,Hilversum,26/02/1878,tussentijds,1827,1303,1297.0,2,1.0,649,1292.0,-0.29102167182662536
1814,1814,jhr. C. Hartsen,,50.0,3.86%,Hilversum,26/02/1878,tussentijds,1827,1303,1297.0,2,1.0,649,1292.0,-0.3258513931888545
1815,1815,mr. W. baron van Goltstein,,20.0,1.54%,Hilversum,26/02/1878,tussentijds,1827,1303,1297.0,2,1.0,649,1292.0,-0.34907120743034054
1816,1816,A. baron van Schimmelpenninck van der Oye,,804.0,60.18%,Hilversum,12/03/1878,herstemming,1827,1351,1336.0,10,1.0,668,1336.0,0.20359281437125748
1817,1817,mr. L.G. Verwer,,532.0,39.82%,Hilversum,12/03/1878,herstemming,1827,1351,1336.0,10,1.0,668,1336.0,-0.20359281437125748
1818,1818,A. baron van Schimmelpenninck van der Oye,AR(DT),840.0,75.61%,Hilversum,10/06/1879,periodiek,1894,1119,1111.0,3,1.0,556,1093.0,0.5370539798719122
1819,1819,jhr. D.J.A.A. van Lawick van Pabst tot Nijevelt,(AH)*,253.0,22.77%,Hilversum,10/06/1879,periodiek,1894,1119,1111.0,3,1.0,556,1093.0,-0.5370539798719122
1820,1820,mr. T.P. baron van Mackay,,728.0,55.49%,Hilversum,09/05/1882,tussentijds,2109,1337,1312.0,20,1.0,656,1278.0,0.13928012519561817
1821,1821,J.F.H. Bekhuis,,550.0,41.92%,Hilversum,09/05/1882,tussentijds,2109,1337,1312.0,20,1.0,656,1278.0,-0.13928012519561817
1822,1822,mr. T.P. baron van Mackay,AR(DT),851.0,90.24%,Hilversum,12/06/1883,periodiek,2183,974,943.0,29,1.0,472,884.0,0.9253393665158371
1823,1823,J.N. Bastert,,33.0,3.50%,Hilversum,12/06/1883,periodiek,2183,974,943.0,29,1.0,472,884.0,-0.9253393665158371
1824,1824,mr. T.P. baron van Mackay,AR(DT),1004.0,61.98%,Hilversum,28/10/1884,algemeen,2225,1625,1620.0,2,1.0,810,1610.0,0.24720496894409938
1825,1825,jhr.mr. J.E. Huydecoper van Nigtevecht,(AH)*,606.0,37.41%,Hilversum,28/10/1884,algemeen,2225,1625,1620.0,2,1.0,810,1610.0,-0.24720496894409938
1826,1826,mr. T.P. baron van Mackay,AR(DT),1160.0,59.76%,Hilversum,15/06/1886,algemeen,2370,1946,1941.0,2,1.0,971,1930.0,0.20207253886010362
1827,1827,C.J. Hacke van Mijnden,(AH)*,770.0,39.67%,Hilversum,15/06/1886,algemeen,2370,1946,1941.0,2,1.0,971,1930.0,-0.20207253886010362
1828,1828,mr. T.P. baron van Mackay,AR(DT),986.0,64.44%,Hilversum,01/09/1887,algemeen,2453,1543,1530.0,9,1.0,765,1525.0,0.29311475409836063
1829,1829,C.J. Hacke van Mijnden,,539.0,35.23%,Hilversum,01/09/1887,algemeen,2453,1543,1530.0,9,1.0,765,1525.0,-0.29311475409836063
1830,1830,mr. W.J.C. van Hasselt,,519.0,50.98%,Hoorn,30/11/1848,algemeen,1302,1025,1018.0,3,1.0,509,978.0,0.19120654396728015
1831,1831,jhr. P. Opperdoes Alewijn,,332.0,32.61%,Hoorn,30/11/1848,algemeen,1302,1025,1018.0,3,1.0,509,978.0,-0.19120654396728015
1832,1832,E.T. Scheltinga Winterberg,,127.0,12.48%,Hoorn,30/11/1848,algemeen,1302,1025,1018.0,3,1.0,509,978.0,-0.40081799591002043
1833,1833,E.T. Scheltinga Winterberg,,561.0,53.28%,Hoorn,14/12/1848,tussentijds,1302,1056,1053.0,3,1.0,527,1038.0,0.08092485549132948
1834,1834,J.C. Pilaar,,477.0,45.30%,Hoorn,14/12/1848,tussentijds,1302,1056,1053.0,3,1.0,527,1038.0,-0.08092485549132948
1835,1835,S.A. de Moraaz,,503.0,52.84%,Alkmaar,30/11/1848,algemeen,1107,956,952.0,4,1.0,476,941.0,0.06907545164718384
1836,1836,G. van Leeuwen,,438.0,46.01%,Alkmaar,30/11/1848,algemeen,1107,956,952.0,4,1.0,476,941.0,-0.06907545164718384
1837,1837,mr. W.J.C. van Hasselt,,582.0,81.63%,Edam,30/11/1848,algemeen,836,718,713.0,2,1.0,357,697.0,0.7288378766140603
1838,1838,jhr.mr. C. Backer,,74.0,10.38%,Edam,30/11/1848,algemeen,836,718,713.0,2,1.0,357,697.0,-0.7288378766140603
1839,1839,mr. C.P.L. Brugmans,,20.0,2.81%,Edam,30/11/1848,algemeen,836,718,713.0,2,1.0,357,697.0,-0.806312769010043
1840,1840,mr. Æ. baron van Mackay,,11.0,1.54%,Edam,30/11/1848,algemeen,836,718,713.0,2,1.0,357,697.0,-0.8192252510760402
1841,1841,van Ghert,,10.0,1.40%,Edam,30/11/1848,algemeen,836,718,713.0,2,1.0,357,697.0,-0.8206599713055954
1842,1842,mr. H.J. Smit,,648.0,77.79%,Zaandam,30/11/1848,algemeen,1002,838,833.0,2,1.0,417,793.0,0.7414880201765448
1843,1843,mr. J.R. Thorbecke,,60.0,7.20%,Zaandam,30/11/1848,algemeen,1002,838,833.0,2,1.0,417,793.0,-0.7414880201765448
1844,1844,mr. H.A.A. van Berckel,,31.0,3.72%,Zaandam,30/11/1848,algemeen,1002,838,833.0,2,1.0,417,793.0,-0.7780580075662042
1845,1845,J.C. van Wessem,,24.0,2.88%,Zaandam,30/11/1848,algemeen,1002,838,833.0,2,1.0,417,793.0,-0.7868852459016393
1846,1846,mr. W.J.C. van Hasselt,,18.0,2.16%,Zaandam,30/11/1848,algemeen,1002,838,833.0,2,1.0,417,793.0,-0.7944514501891551
1847,1847,mr. Æ. baron van Mackay,,12.0,1.44%,Zaandam,30/11/1848,algemeen,1002,838,833.0,2,1.0,417,793.0,-0.8020176544766708
1848,1848,mr. W.H. van Voorst,,449.0,85.69%,Haarlem,30/11/1848,algemeen,626,524,524.0,0,1.0,262,491.0,0.8859470468431772
1849,1849,mr. C.F. Geulger,,14.0,2.67%,Haarlem,30/11/1848,algemeen,626,524,524.0,0,1.0,262,491.0,-0.8859470468431772
1850,1850,mr. P. Elias,,10.0,1.91%,Haarlem,30/11/1848,algemeen,626,524,524.0,0,1.0,262,491.0,-0.8940936863543788
1851,1851,mr. C. Diemont,,9.0,1.72%,Haarlem,30/11/1848,algemeen,626,524,524.0,0,1.0,262,491.0,-0.8961303462321792
1852,1852,J. Leijen,,9.0,1.72%,Haarlem,30/11/1848,algemeen,626,524,524.0,0,1.0,262,491.0,-0.8961303462321792
1853,1853,mr. M.H. Godefroi,,204.0,57.95%,Amsterdam I,30/11/1848,algemeen,447,355,352.0,1,1.0,176,303.0,0.4389438943894389
1854,1854,D.D. Büchler,,71.0,20.17%,Amsterdam I,30/11/1848,algemeen,447,355,352.0,1,1.0,176,303.0,-0.4389438943894389
1855,1855,M. Wiardi Beckman,,15.0,4.26%,Amsterdam I,30/11/1848,algemeen,447,355,352.0,1,1.0,176,303.0,-0.6237623762376238
1856,1856,mr. W.J.C. van Hasselt,,7.0,1.99%,Amsterdam I,30/11/1848,algemeen,447,355,352.0,1,1.0,176,303.0,-0.6501650165016502
1857,1857,mr. S. Vissering,,6.0,1.70%,Amsterdam I,30/11/1848,algemeen,447,355,352.0,1,1.0,176,303.0,-0.6534653465346535
1858,1858,jhr.mr. C. Backer,,269.0,73.90%,Amsterdam II,30/11/1848,algemeen,483,366,364.0,1,1.0,182,360.0,0.6027777777777777
1859,1859,mr. M.H. Godefroi,,52.0,14.29%,Amsterdam II,30/11/1848,algemeen,483,366,364.0,1,1.0,182,360.0,-0.6027777777777777
1860,1860,P. Bruining,,16.0,4.40%,Amsterdam II,30/11/1848,algemeen,483,366,364.0,1,1.0,182,360.0,-0.7027777777777777
1861,1861,mr. F.A. van Hall,,10.0,2.75%,Amsterdam II,30/11/1848,algemeen,483,366,364.0,1,1.0,182,360.0,-0.7194444444444444
1862,1862,mr. W.J.C. van Hasselt,,8.0,2.20%,Amsterdam II,30/11/1848,algemeen,483,366,364.0,1,1.0,182,360.0,-0.725
1863,1863,mr. J. Heemskerk Bzn.,,5.0,1.37%,Amsterdam II,30/11/1848,algemeen,483,366,364.0,1,1.0,182,360.0,-0.7333333333333333
1864,1864,mr. F.A. van Hall,,203.0,56.08%,Amsterdam III,30/11/1848,algemeen,461,370,362.0,3,1.0,181,322.0,0.2919254658385093
1865,1865,P. Bruining,,109.0,30.11%,Amsterdam III,30/11/1848,algemeen,461,370,362.0,3,1.0,181,322.0,-0.2919254658385093
1866,1866,mr. J. Heemskerk Bzn.,,5.0,1.38%,Amsterdam III,30/11/1848,algemeen,461,370,362.0,3,1.0,181,322.0,-0.6149068322981367
1867,1867,mr.dr. J.J. Teding van Berkhout,,5.0,1.38%,Amsterdam III,30/11/1848,algemeen,461,370,362.0,3,1.0,181,322.0,-0.6149068322981367
1868,1868,mr. J.S. van Naamen,,170.0,51.05%,Amsterdam IV,30/11/1848,algemeen,437,340,333.0,2,1.0,167,308.0,0.34415584415584416
1869,1869,P.C. Gülcher,,64.0,19.22%,Amsterdam IV,30/11/1848,algemeen,437,340,333.0,2,1.0,167,308.0,-0.34415584415584416
1870,1870,D.D. Büchler,,57.0,17.12%,Amsterdam IV,30/11/1848,algemeen,437,340,333.0,2,1.0,167,308.0,-0.36688311688311687
1871,1871,mr. F.A. van Hall,,7.0,2.10%,Amsterdam IV,30/11/1848,algemeen,437,340,333.0,2,1.0,167,308.0,-0.5292207792207793
1872,1872,mr. J. Heemskerk Bzn.,,5.0,1.50%,Amsterdam IV,30/11/1848,algemeen,437,340,333.0,2,1.0,167,308.0,-0.5357142857142857
1873,1873,mr. W.J.C. van Hasselt,,5.0,1.50%,Amsterdam IV,30/11/1848,algemeen,437,340,333.0,2,1.0,167,308.0,-0.5357142857142857
1874,1874,mr. J.S. van Naamen,,200.0,64.31%,Amsterdam IV,14/12/1848,herstemming,437,311,311.0,0,1.0,156,311.0,0.2861736334405145
1875,1875,P.C. Gülcher,,111.0,35.69%,Amsterdam IV,14/12/1848,herstemming,437,311,311.0,0,1.0,156,311.0,-0.2861736334405145
1876,1876,mr. J. Heemskerk Bzn.,,186.0,43.97%,Amsterdam V,30/11/1848,algemeen,564,428,423.0,2,1.0,212,375.0,0.14933333333333335
1877,1877,mr. J.S. van Naamen,,130.0,30.73%,Amsterdam V,30/11/1848,algemeen,564,428,423.0,2,1.0,212,375.0,-0.14933333333333335
1878,1878,mr. W.J.C. van Hasselt,,25.0,5.91%,Amsterdam V,30/11/1848,algemeen,564,428,423.0,2,1.0,212,375.0,-0.42933333333333334
1879,1879,J.F. Broms,,11.0,2.60%,Amsterdam V,30/11/1848,algemeen,564,428,423.0,2,1.0,212,375.0,-0.4666666666666667
1880,1880,jhr.mr. C. Backer,,10.0,2.36%,Amsterdam V,30/11/1848,algemeen,564,428,423.0,2,1.0,212,375.0,-0.4693333333333333
1881,1881,mr. F.A. van Hall,,7.0,1.65%,Amsterdam V,30/11/1848,algemeen,564,428,423.0,2,1.0,212,375.0,-0.47733333333333333
1882,1882,C.J. de Bruyn Kops,,6.0,1.42%,Amsterdam V,30/11/1848,algemeen,564,428,423.0,2,1.0,212,375.0,-0.48
1883,1883,mr. J. Heemskerk Bzn.,,238.0,58.33%,Amsterdam V,14/12/1848,herstemming,564,413,408.0,0,1.0,204,408.0,0.16666666666666666
1884,1884,mr. J.S. van Naamen,,170.0,41.67%,Amsterdam V,14/12/1848,herstemming,564,413,408.0,0,1.0,204,408.0,-0.16666666666666666
1885,1885,mr. W.J.C. van Hasselt,,1529.0,68.12%,Hoorn,27/08/1850,algemeen,3430,2283,4489.0,37,2.0,1122,4311.0,0.24147529575504523
1886,1886,jhr.mr. D. van Akerlaken,,1319.0,58.77%,Hoorn,27/08/1850,algemeen,3430,2283,4489.0,37,2.0,1122,4311.0,0.19276270006958943
1887,1887,mr. A.S. van Nierop,,488.0,21.74%,Hoorn,27/08/1850,algemeen,3430,2283,4489.0,37,2.0,1122,4311.0,-0.19276270006958943
1888,1888,mr. L. Metman,,319.0,14.21%,Hoorn,27/08/1850,algemeen,3430,2283,4489.0,37,2.0,1122,4311.0,-0.2319647413593134
1889,1889,E.T. Scheltinga Winterberg,,313.0,13.95%,Hoorn,27/08/1850,algemeen,3430,2283,4489.0,37,2.0,1122,4311.0,-0.23335652980746927
1890,1890,J. Donker Hzn.,,140.0,6.24%,Hoorn,27/08/1850,algemeen,3430,2283,4489.0,37,2.0,1122,4311.0,-0.27348643006263046
1891,1891,jhr. P. Opperdoes Alewijn,,100.0,4.46%,Hoorn,27/08/1850,algemeen,3430,2283,4489.0,37,2.0,1122,4311.0,-0.282765019717003
1892,1892,J.C. Rijk,,54.0,2.41%,Hoorn,27/08/1850,algemeen,3430,2283,4489.0,37,2.0,1122,4311.0,-0.29343539781953143
1893,1893,S. de Vries,,49.0,2.18%,Hoorn,27/08/1850,algemeen,3430,2283,4489.0,37,2.0,1122,4311.0,-0.294595221526328
1894,1894,mr. A.S. van Nierop,,571.0,34.77%,Hoorn,20/04/1852,tussentijds,3430,1661,1642.0,9,1.0,821,1564.0,0.004475703324808184
1895,1895,jhr. P. Opperdoes Alewijn,,564.0,34.35%,Hoorn,20/04/1852,tussentijds,3430,1661,1642.0,9,1.0,821,1564.0,-0.004475703324808184
