,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel
1499,mr. N.F.C.J. Sassen,,16,2.06%,Tiel,08/06/1852,periodiek,1441,782,782,775,7,1,388
1500,dr. W.R. baron van HoÃ«vell,,15,1.94%,Tiel,08/06/1852,periodiek,1441,782,782,775,7,1,388
1501,mr. A. Schouten,,15,1.94%,Tiel,08/06/1852,periodiek,1441,782,782,775,7,1,388
1502,mr. J.M. de Kempenaer,,318,33.83%,Tiel,09/11/1852,tussentijds,1441,946,946,940,6,1,470
1503,mr. J.A.A. Leemans,,277,29.47%,Tiel,09/11/1852,tussentijds,1441,946,946,940,6,1,470
1504,J.C. Rijk,,114,12.13%,Tiel,09/11/1852,tussentijds,1441,946,946,940,6,1,470
1505,D.C. Steyn ParvÃ©,,108,11.49%,Tiel,09/11/1852,tussentijds,1441,946,946,940,6,1,470
1506,jhr. P.A. Reuchlin,,74,7.87%,Tiel,09/11/1852,tussentijds,1441,946,946,940,6,1,470
1507,A.F.H. Hoffmann,,19,2.02%,Tiel,09/11/1852,tussentijds,1441,946,946,940,6,1,470
1508,J. van den Andel,,15,1.60%,Tiel,09/11/1852,tussentijds,1441,946,946,940,6,1,470
1509,mr. J.A.A. Leemans,,614,56.28%,Tiel,23/11/1852,herstemming,1441,1099,1099,1091,8,1,546
1510,mr. J.M. de Kempenaer,,477,43.72%,Tiel,23/11/1852,herstemming,1441,1099,1099,1091,8,1,546
1511,mr. J.M. de Kempenaer,,721,65.72%,Tiel,17/05/1853,algemeen,1404,1126,1126,1097,9,1,549
1512,mr. J.A.A. Leemans,,345,31.45%,Tiel,17/05/1853,algemeen,1404,1126,1126,1097,9,1,549
1513,mr. J.M. de Kempenaer,,662,74.80%,Tiel,13/06/1854,periodiek,1404,900,900,885,4,1,443
1514,mr. W.H. Dullert,,196,22.15%,Tiel,13/06/1854,periodiek,1404,900,900,885,4,1,443
1515,mr. J.M. de Kempenaer,,539,57.28%,Tiel,08/06/1858,periodiek,1454,943,948,941,5,1,471
1516,jhr. B. van Merlen,,360,38.26%,Tiel,08/06/1858,periodiek,1454,943,948,941,5,1,471
1517,jhr. P.A. Reuchlin,,17,1.81%,Tiel,08/06/1858,periodiek,1454,943,948,941,5,1,471
1518,mr. W.F.C. van Lidt de Jeude,,615,65.08%,Tiel,16/10/1860,tussentijds,1598,947,948,945,3,1,473
1519,J.C.F. van Hoytema,,218,23.07%,Tiel,16/10/1860,tussentijds,1598,947,948,945,3,1,473
1520,mr. J. van Lennep,,62,6.56%,Tiel,16/10/1860,tussentijds,1598,947,948,945,3,1,473
1521,mr. H. Dijckmeester,,24,2.54%,Tiel,16/10/1860,tussentijds,1598,947,948,945,3,1,473
1522,mr. W.F.C. van Lidt de Jeude,,539,77.89%,Tiel,10/06/1862,periodiek,1634,705,706,692,13,1,346
1523,J.C.F. van Hoytema,,130,18.79%,Tiel,10/06/1862,periodiek,1634,705,706,692,13,1,346
1524,mr. W.F.C. van Lidt de Jeude,,736,82.98%,Tiel,12/06/1866,periodiek,1627,893,895,887,6,1,444
1525,J.J. Hasselman,,133,14.99%,Tiel,12/06/1866,periodiek,1627,893,895,887,6,1,444
1526,mr. W.F.C. van Lidt de Jeude,,857,72.81%,Tiel,30/10/1866,algemeen,1627,1178,1180,1177,1,1,589
1527,mr. L.A.J.W. baron van Sloet van de Beele,,177,15.04%,Tiel,30/10/1866,algemeen,1627,1178,1180,1177,1,1,589
1528,J.J. Hasselman,,86,7.31%,Tiel,30/10/1866,algemeen,1627,1178,1180,1177,1,1,589
1529,mr. W.F.C. van Lidt de Jeude,,691,68.08%,Tiel,22/01/1868,algemeen,1680,1026,1026,1015,10,1,508
1530,A.A. Bleijenberg,,176,17.34%,Tiel,22/01/1868,algemeen,1680,1026,1026,1015,10,1,508
1531,mr. L.A.J.W. baron van Sloet van de Beele,,123,12.12%,Tiel,22/01/1868,algemeen,1680,1026,1026,1015,10,1,508
1532,J.J. Hasselman,AK/DT/DZH,1055,51.06%,Tiel,08/06/1869,periodiek,2840,2109,2109,2066,14,1,1033
1533,W.J. Knoop,(AH)*,759,36.74%,Tiel,08/06/1869,periodiek,2840,2109,2109,2066,14,1,1033
1534,mr.dr. J.J. Teding van Berkhout,,119,5.76%,Tiel,08/06/1869,periodiek,2840,2109,2109,2066,14,1,1033
1535,mr. C.T. graaf van Lynden van Sandenburg,(DT)*,75,3.63%,Tiel,08/06/1869,periodiek,2840,2109,2109,2066,14,1,1033
1536,T.J. Stieltjes,,41,1.98%,Tiel,08/06/1869,periodiek,2840,2109,2109,2066,14,1,1033
1537,mr. C.T. graaf van Lynden van Sandenburg,,1052,50.99%,Tiel,08/06/1869,tussentijds,2840,2109,2110,2063,18,1,1032
1538,T.J. Stieltjes,,873,42.32%,Tiel,08/06/1869,tussentijds,2840,2109,2110,2063,18,1,1032
1539,J.J. Hasselman,,80,3.88%,Tiel,08/06/1869,tussentijds,2840,2109,2110,2063,18,1,1032
1540,W.J. Knoop,,32,1.55%,Tiel,08/06/1869,tussentijds,2840,2109,2110,2063,18,1,1032
1541,mr. D.J. baron van Mackay,(AH)*,1121,50.27%,Tiel,13/06/1871,periodiek,2910,2244,2244,2230,12,1,1115
1542,mr. C.T. graaf van Lynden van Sandenburg,DT/DZH,1082,48.52%,Tiel,13/06/1871,periodiek,2910,2244,2244,2230,12,1,1115
1543,mr. C.T. graaf van Lynden van Sandenburg,,1210,57.18%,Tiel,10/10/1871,tussentijds,2910,2139,2139,2116,20,1,1058
1544,mr. L.A.J.W. baron van Sloet van de Beele,,896,42.34%,Tiel,10/10/1871,tussentijds,2910,2139,2139,2116,20,1,1058
1545,mr. C.T. graaf van Lynden van Sandenburg,(DT)*,1331,64.99%,Tiel,10/06/1873,periodiek,2896,2073,2073,2048,23,1,1024
1546,L. Mulder,(AH)*,625,30.52%,Tiel,10/06/1873,periodiek,2896,2073,2073,2048,23,1,1024
1547,mr. H.A. ridder van Rappard,,820,46.25%,Tiel,15/09/1874,tussentijds,2934,1791,1791,1773,18,1,887
1548,mr. H.J. Dijckmeester,,817,46.08%,Tiel,15/09/1874,tussentijds,2934,1791,1791,1773,18,1,887
1549,J. Wolbers,,124,6.99%,Tiel,15/09/1874,tussentijds,2934,1791,1791,1773,18,1,887
1550,mr. H.A. ridder van Rappard,,1238,54.78%,Tiel,29/09/1874,herstemming,2934,2275,2275,2260,12,1,1130
1551,mr. H.J. Dijckmeester,,1022,45.22%,Tiel,29/09/1874,herstemming,2934,2275,2275,2260,12,1,1130
1552,mr. D.J. baron van Mackay,,1350,59.76%,Tiel,08/06/1875,periodiek,2988,2275,2275,2259,15,1,1130
1553,mr. J.W. Gefken,AR(DT/DZH),893,39.53%,Tiel,08/06/1875,periodiek,2988,2275,2275,2259,15,1,1130
1554,mr. H.A. ridder van Rappard,,1056,96.26%,Tiel,11/01/1876,tussentijds,2988,1216,1216,1097,115,1,549
1555,mr. W.H. de Beaufort,,759,51.63%,Tiel,17/04/1877,tussentijds,3108,1493,1494,1470,21,1,735
1556,P.A.C.H.T.A. WerdmÃ¼ller von Elgg,,586,39.86%,Tiel,17/04/1877,tussentijds,3108,1493,1494,1470,21,1,735
1557,mr. W. baron van Goltstein,,85,5.78%,Tiel,17/04/1877,tussentijds,3108,1493,1494,1470,21,1,735
1558,mr. H.J. Dijckmeester,(AH)*,1001,50.66%,Tiel,12/06/1877,periodiek,3164,1999,2000,1976,23,1,988
1559,mr. W. baron van Goltstein,,604,30.57%,Tiel,12/06/1877,periodiek,3164,1999,2000,1976,23,1,988
1560,mr. B.J.L. baron van Geer van Jutphaas,AR(DT),367,18.57%,Tiel,12/06/1877,periodiek,3164,1999,2000,1976,23,1,988
1561,mr. W.H. de Beaufort,(AH)*,983,50.26%,Tiel,10/06/1879,periodiek,3104,1990,1990,1956,28,1,978
1562,jhr.mr. G.J.T. Beelaerts van Blokland,AR(DT),962,49.18%,Tiel,10/06/1879,periodiek,3104,1990,1990,1956,28,1,978
1563,mr. H.J. Dijckmeester,(AH)*,1354,51.25%,Tiel,14/06/1881,periodiek,3192,2667,2667,2642,22,1,1321
1564,jhr.mr. G.J.T. Beelaerts van Blokland,AR(DT),1274,48.22%,Tiel,14/06/1881,periodiek,3192,2667,2667,2642,22,1,1321
1565,jhr.mr. G.J.T. Beelaerts van Blokland,AR(DT),1451,54.18%,Tiel,12/06/1883,periodiek,3230,2696,2699,2678,12,1,1339
1566,mr. W.H. de Beaufort,(AH)*,1223,45.67%,Tiel,12/06/1883,periodiek,3230,2696,2699,2678,12,1,1339
1567,jhr.mr. G.J.T. Beelaerts van Blokland,AR(DT),1437,51.31%,Tiel,28/10/1884,algemeen,3266,2825,2827,5601,49,2,1400
1568,F.W.J. baron van Aylva van Pallandt,AR(DT),1429,51.03%,Tiel,28/10/1884,algemeen,3266,2825,2827,5601,49,2,1400
1569,mr. H.J. Dijckmeester,(AH)*,1395,49.81%,Tiel,28/10/1884,algemeen,3266,2825,2827,5601,49,2,1400
1570,mr. C. Pijnacker Hordijk,(AH)*,1337,47.74%,Tiel,28/10/1884,algemeen,3266,2825,2827,5601,49,2,1400
1571,jhr.mr. G.J.T. Beelaerts van Blokland,AR(DT),1609,51.01%,Tiel,15/06/1886,algemeen,3401,3187,3187,6309,65,2,1577
1572,F.W.J. baron van Aylva van Pallandt,AR(DT),1602,50.78%,Tiel,15/06/1886,algemeen,3401,3187,3187,6309,65,2,1577
1573,mr. H.J. Dijckmeester,(AH)*,1567,49.68%,Tiel,15/06/1886,algemeen,3401,3187,3187,6309,65,2,1577
1574,mr. P. Rink,(AH)*,1521,48.22%,Tiel,15/06/1886,algemeen,3401,3187,3187,6309,65,2,1577
1575,F.W.J. baron van Aylva van Pallandt,AR(DT),1606,58.63%,Tiel,01/09/1887,algemeen,3377,2765,2767,5478,56,2,1370
1576,jhr.mr. G.J.T. Beelaerts van Blokland,AR(DT),1605,58.60%,Tiel,01/09/1887,algemeen,3377,2765,2767,5478,56,2,1370
1577,mr. P. Rink,,1143,41.73%,Tiel,01/09/1887,algemeen,3377,2765,2767,5478,56,2,1370
1578,mr. M. Tydeman jr.,,1104,40.31%,Tiel,01/09/1887,algemeen,3377,2765,2767,5478,56,2,1370
1579,mr. A.W. Engelen,,1335,57.42%,Amersfoort,27/08/1850,algemeen,2935,2361,2364,4650,22,2,1163
1580,mr. S. van Walchren,,1209,52.00%,Amersfoort,27/08/1850,algemeen,2935,2361,2364,4650,22,2,1163
1581,E.W. van Dam van Isselt,,847,36.43%,Amersfoort,27/08/1850,algemeen,2935,2361,2364,4650,22,2,1163
1582,mr. J.M. de Kempenaer,,710,30.54%,Amersfoort,27/08/1850,algemeen,2935,2361,2364,4650,22,2,1163
1583,mr. J.J. van den Hagen van den Heuvel,,100,4.30%,Amersfoort,27/08/1850,algemeen,2935,2361,2364,4650,22,2,1163
1584,mr. J. Ackersdijk,,98,4.22%,Amersfoort,27/08/1850,algemeen,2935,2361,2364,4650,22,2,1163
1585,mr. G. Groen van Prinsterer,,58,2.49%,Amersfoort,27/08/1850,algemeen,2935,2361,2364,4650,22,2,1163
1586,mr. H.A. Laan,,53,2.28%,Amersfoort,27/08/1850,algemeen,2935,2361,2364,4650,22,2,1163
1587,mr. Ã. baron van Mackay,,40,1.72%,Amersfoort,27/08/1850,algemeen,2935,2361,2364,4650,22,2,1163
1588,mr. A.W. Engelen,,990,58.30%,Amersfoort,08/06/1852,periodiek,2955,1724,1724,1698,22,1,849
1589,mr. G. Groen van Prinsterer,,540,31.80%,Amersfoort,08/06/1852,periodiek,2955,1724,1724,1698,22,1,849
1590,mr. B.G.A. Pabst,,89,5.24%,Amersfoort,08/06/1852,periodiek,2955,1724,1724,1698,22,1,849
1591,mr. J.F. baron van Reede van Oudtshoorn,,1393,57.51%,Amersfoort,17/05/1853,algemeen,3016,2453,2454,4844,50,2,1211
1592,mr. J.M. de Kempenaer,,1102,45.50%,Amersfoort,17/05/1853,algemeen,3016,2453,2454,4844,50,2,1211
1593,mr. A.W. Engelen,,979,40.42%,Amersfoort,17/05/1853,algemeen,3016,2453,2454,4844,50,2,1211
1594,mr. S. van Walchren,,812,33.53%,Amersfoort,17/05/1853,algemeen,3016,2453,2454,4844,50,2,1211
1595,mr. W.L.F.C. ridder van Rappard,,424,17.51%,Amersfoort,17/05/1853,algemeen,3016,2453,2454,4844,50,2,1211
1596,mr. B.G.A. Pabst,,53,2.19%,Amersfoort,17/05/1853,algemeen,3016,2453,2454,4844,50,2,1211
1597,mr. W.L.F.C. ridder van Rappard,,1121,55.03%,Amersfoort,06/06/1853,tussentijds,3016,2050,2052,2037,7,1,1019
1598,mr. A.W. Engelen,,791,38.83%,Amersfoort,06/06/1853,tussentijds,3016,2050,2052,2037,7,1,1019
1599,mr. S. van Walchren,,81,3.98%,Amersfoort,06/06/1853,tussentijds,3016,2050,2052,2037,7,1,1019
1600,mr. W.L.F.C. ridder van Rappard,,879,53.76%,Amersfoort,13/06/1854,periodiek,3016,1652,1653,1635,17,1,818
1601,mr. A.W. Engelen,,379,23.18%,Amersfoort,13/06/1854,periodiek,3016,1652,1653,1635,17,1,818
1602,mr. W.J.C. van Hasselt,,303,18.53%,Amersfoort,13/06/1854,periodiek,3016,1652,1653,1635,17,1,818
1603,mr. A.W. Engelen,,622,35.48%,Amersfoort,10/06/1856,periodiek,3022,1769,1775,1753,9,1,877
1604,mr. J.F. baron van Reede van Oudtshoorn,,570,32.52%,Amersfoort,10/06/1856,periodiek,3022,1769,1775,1753,9,1,877
1605,S.A. van Hoogstraten,,297,16.94%,Amersfoort,10/06/1856,periodiek,3022,1769,1775,1753,9,1,877
1606,mr. W.J.C. van Hasselt,,194,11.07%,Amersfoort,10/06/1856,periodiek,3022,1769,1775,1753,9,1,877
1607,N.B. Donkersloot,,48,2.74%,Amersfoort,10/06/1856,periodiek,3022,1769,1775,1753,9,1,877
1608,mr. J.F. baron van Reede van Oudtshoorn,,1117,54.33%,Amersfoort,24/06/1856,herstemming,3022,2070,2069,2056,8,1,1028
1609,mr. A.W. Engelen,,939,45.67%,Amersfoort,24/06/1856,herstemming,3022,2070,2069,2056,8,1,1028
1610,jhr.mr. H.A.M. van Asch van Wijck,,601,39.62%,Amersfoort,22/09/1857,tussentijds,3022,1547,1549,1517,9,1,759
1611,mr. A.W. Engelen,,588,38.76%,Amersfoort,22/09/1857,tussentijds,3022,1547,1549,1517,9,1,759
1612,S.A. van Hoogstraten,,202,13.32%,Amersfoort,22/09/1857,tussentijds,3022,1547,1549,1517,9,1,759
1613,mr. W.J.C. van Hasselt,,101,6.66%,Amersfoort,22/09/1857,tussentijds,3022,1547,1549,1517,9,1,759
1614,jhr.mr. H.A.M. van Asch van Wijck,,976,57.45%,Amersfoort,06/10/1857,herstemming,3022,1711,1711,1699,8,1,850
1615,mr. A.W. Engelen,,723,42.55%,Amersfoort,06/10/1857,herstemming,3022,1711,1711,1699,8,1,850
1616,jhr.mr. H.A.M. van Asch van Wijck,,865,59.17%,Amersfoort,08/06/1858,periodiek,3082,1499,1499,1462,12,1,731
1617,mr. A.W. Engelen,,541,37.00%,Amersfoort,08/06/1858,periodiek,3082,1499,1499,1462,12,1,731
1618,mr. G. Groen van Prinsterer,,427,34.55%,Amersfoort,24/04/1860,tussentijds,2763,1266,1266,1236,6,1,618
1619,mr. J.K. baron van Goltstein,,379,30.66%,Amersfoort,24/04/1860,tussentijds,2763,1266,1266,1236,6,1,618
1620,mr. W.J.C. van Hasselt,,170,13.75%,Amersfoort,24/04/1860,tussentijds,2763,1266,1266,1236,6,1,618
1621,mr. A.G.J. baron van Taets van Amerongen,,91,7.36%,Amersfoort,24/04/1860,tussentijds,2763,1266,1266,1236,6,1,618
1622,mr. A.W. Engelen,,71,5.74%,Amersfoort,24/04/1860,tussentijds,2763,1266,1266,1236,6,1,618
1623,dr. A. Vrolik,,59,4.77%,Amersfoort,24/04/1860,tussentijds,2763,1266,1266,1236,6,1,618
1624,mr. J.K. baron van Goltstein,,724,52.31%,Amersfoort,08/05/1860,herstemming,2763,1395,1395,1384,5,1,692
1625,mr. G. Groen van Prinsterer,,660,47.69%,Amersfoort,08/05/1860,herstemming,2763,1395,1395,1384,5,1,692
1626,mr. J.K. baron van Goltstein,,725,69.78%,Amersfoort,12/06/1860,periodiek,2763,1070,1070,1039,12,1,520
1627,jhr.mr. H.A.M. van Asch van Wijck,,598,57.56%,Amersfoort,12/06/1860,periodiek,2763,1070,1070,1039,12,1,520
1628,mr. G. Groen van Prinsterer,,210,20.21%,Amersfoort,12/06/1860,periodiek,2763,1070,1070,1039,12,1,520
1629,mr. A.W. Engelen,,78,7.51%,Amersfoort,12/06/1860,periodiek,2763,1070,1070,1039,12,1,520
1630,jhr.mr. H.A.M. van Asch van Wijck,,598,47.31%,Amersfoort,10/06/1862,periodiek,2801,1298,1300,1264,13,1,632
1631,mr. H. Verloren van Themaat,,527,41.69%,Amersfoort,10/06/1862,periodiek,2801,1298,1300,1264,13,1,632
1632,mr. G.A. de Meester,,69,5.46%,Amersfoort,10/06/1862,periodiek,2801,1298,1300,1264,13,1,632
1633,mr. G. Groen van Prinsterer,,48,3.80%,Amersfoort,10/06/1862,periodiek,2801,1298,1300,1264,13,1,632
1634,jhr.mr. H.A.M. van Asch van Wijck,,973,58.23%,Amersfoort,24/06/1862,herstemming,2801,1685,1687,1671,13,1,836
1635,mr. H. Verloren van Themaat,,698,41.77%,Amersfoort,24/06/1862,herstemming,2801,1685,1687,1671,13,1,836
1636,mr. J.K. baron van Goltstein,,683,60.87%,Amersfoort,14/06/1864,periodiek,2838,1185,1185,1122,14,1,561
1637,mr. J.P.J.A. graaf van Zuylen van Nijevelt,,308,27.45%,Amersfoort,14/06/1864,periodiek,2838,1185,1185,1122,14,1,561
1638,mr. H. Verloren van Themaat,,82,7.31%,Amersfoort,14/06/1864,periodiek,2838,1185,1185,1122,14,1,561
1639,jhr.mr. H.A.M. van Asch van Wijck,,895,74.27%,Amersfoort,12/06/1866,periodiek,2804,1245,1245,1205,14,1,603
1640,mr. H. Verloren van Themaat,,262,21.74%,Amersfoort,12/06/1866,periodiek,2804,1245,1245,1205,14,1,603
1641,mr. J.K. baron van Goltstein,,1740,78.29%,Amersfoort,30/10/1866,algemeen,2804,2242,2241,4445,29,2,1111
1642,mr. E.L. baron van Hardenbroek van Lockhorst,,1354,60.92%,Amersfoort,30/10/1866,algemeen,2804,2242,2241,4445,29,2,1111
1643,jhr.mr. L.H. van Asch van Wijck,,490,22.05%,Amersfoort,30/10/1866,algemeen,2804,2242,2241,4445,29,2,1111
1644,mr. H. Verloren van Themaat,,304,13.68%,Amersfoort,30/10/1866,algemeen,2804,2242,2241,4445,29,2,1111
1645,mr. W.R. Boer,,184,8.28%,Amersfoort,30/10/1866,algemeen,2804,2242,2241,4445,29,2,1111
1646,jhr.mr. J.W. van Loon,,93,4.18%,Amersfoort,30/10/1866,algemeen,2804,2242,2241,4445,29,2,1111
1647,mr. W.F.H. baron van Wassenaer van den Briellard,,65,2.92%,Amersfoort,30/10/1866,algemeen,2804,2242,2241,4445,29,2,1111
1648,mr. J. Schimmel,,56,2.52%,Amersfoort,30/10/1866,algemeen,2804,2242,2241,4445,29,2,1111
1649,J.L. Bernhardi,,33,1.48%,Amersfoort,30/10/1866,algemeen,2804,2242,2241,4445,29,2,1111
1650,mr. S.J. van Geuns,,29,1.30%,Amersfoort,30/10/1866,algemeen,2804,2242,2241,4445,29,2,1111
1651,mr. E.L. baron van Hardenbroek van Lockhorst,,1327,89.54%,Amersfoort,22/01/1868,algemeen,2874,1510,1511,2964,40,2,741
1652,mr. J.K. baron van Goltstein,,1306,88.12%,Amersfoort,22/01/1868,algemeen,2874,1510,1511,2964,40,2,741
1653,mr. H. Verloren van Themaat,,95,6.41%,Amersfoort,22/01/1868,algemeen,2874,1510,1511,2964,40,2,741
1654,mr. W.R. Boer,,82,5.53%,Amersfoort,22/01/1868,algemeen,2874,1510,1511,2964,40,2,741
1655,mr. G. Groen van Prinsterer,,33,2.23%,Amersfoort,22/01/1868,algemeen,2874,1510,1511,2964,40,2,741
1656,jhr.mr. J.W. van Loon,(DT)*,850,51.55%,Amersfoort,08/06/1869,periodiek,2864,1676,1676,1649,20,1,825
1657,mr. J.K. baron van Goltstein,AK/DZH,762,46.21%,Amersfoort,08/06/1869,periodiek,2864,1676,1676,1649,20,1,825
1658,mr. E.L. baron van Hardenbroek van Lockhorst,(DT)*,760,44.97%,Amersfoort,13/06/1871,periodiek,2862,1702,1702,1690,8,1,845
1659,J.A. Alberdingk Thijm,,446,26.39%,Amersfoort,13/06/1871,periodiek,2862,1702,1702,1690,8,1,845
1660,J. Wolbers,,232,13.73%,Amersfoort,13/06/1871,periodiek,2862,1702,1702,1690,8,1,845
1661,M.D. van Otterloo,,186,11.01%,Amersfoort,13/06/1871,periodiek,2862,1702,1702,1690,8,1,845
1662,mr. E.L. baron van Hardenbroek van Lockhorst,(DZH)*,1559,73.57%,Amersfoort,27/06/1871,herstemming,2862,2126,2130,2119,5,1,1060
1663,J.A. Alberdingk Thijm,,560,26.43%,Amersfoort,27/06/1871,herstemming,2862,2126,2130,2119,5,1,1060
1664,jhr.mr. J.W. van Loon,AR,1149,52.95%,Amersfoort,10/06/1873,periodiek,2974,2177,2177,2170,5,1,1085
1665,mr. J.K. baron van Goltstein,,759,34.98%,Amersfoort,10/06/1873,periodiek,2974,2177,2177,2170,5,1,1085
1666,L. Mulder,(AH)*,190,8.76%,Amersfoort,10/06/1873,periodiek,2974,2177,2177,2170,5,1,1085
1667,J.A. Alberdingk Thijm,,68,3.13%,Amersfoort,10/06/1873,periodiek,2974,2177,2177,2170,5,1,1085
1668,jhr.mr. M.M. van Asch van Wijck,,909,47.69%,Amersfoort,23/06/1874,tussentijds,3027,1918,1918,1906,5,1,953
1669,mr. W. baron van Goltstein,,823,43.18%,Amersfoort,23/06/1874,tussentijds,3027,1918,1918,1906,5,1,953
1670,mr. G.M. van der Linden,,148,7.77%,Amersfoort,23/06/1874,tussentijds,3027,1918,1918,1906,5,1,953
1671,mr. W. baron van Goltstein,,1282,52.16%,Amersfoort,07/07/1874,herstemming,3027,2467,2468,2458,4,1,1229
1672,jhr.mr. M.M. van Asch van Wijck,,1176,47.84%,Amersfoort,07/07/1874,herstemming,3027,2467,2468,2458,4,1,1229
1673,jhr.mr. M.M. van Asch van Wijck,,1057,58.27%,Amersfoort,17/09/1874,tussentijds,3027,1862,1862,1814,41,1,907
1674,mr. M.J. Pijnappel,,495,27.29%,Amersfoort,17/09/1874,tussentijds,3027,1862,1862,1814,41,1,907
1675,mr. H. Verloren van Themaat,,231,12.73%,Amersfoort,17/09/1874,tussentijds,3027,1862,1862,1814,41,1,907
1676,jhr.mr. M.M. van Asch van Wijck,AR(DT/DZH),1451,73.25%,Amersfoort,08/06/1875,periodiek,3059,2001,2002,1981,15,1,991
1677,mr. H. Verloren van Themaat,(AH)*,493,24.89%,Amersfoort,08/06/1875,periodiek,3059,2001,2002,1981,15,1,991
1678,mr. Ã. baron van Mackay 2,,1168,64.78%,Amersfoort,04/04/1876,tussentijds,3059,1816,1817,1803,9,1,902
1679,mr. W.H. de Beaufort,,613,34.00%,Amersfoort,04/04/1876,tussentijds,3059,1816,1817,1803,9,1,902
1680,mr. Ã. baron van Mackay 2,AR(DT),1162,59.80%,Amersfoort,12/06/1877,periodiek,3259,1959,1959,1943,11,1,972
1681,mr. W. baron van Goltstein,(AH)*,780,40.14%,Amersfoort,12/06/1877,periodiek,3259,1959,1959,1943,11,1,972
1682,jhr.mr. M.M. van Asch van Wijck,,1298,76.04%,Amersfoort,28/01/1879,tussentijds,3041,1730,1730,1707,13,1,854
1683,H.C. van der Houven van Oordt,,393,23.02%,Amersfoort,28/01/1879,tussentijds,3041,1730,1730,1707,13,1,854
1684,jhr.mr. M.M. van Asch van Wijck,AR(DT),1190,65.53%,Amersfoort,10/06/1879,periodiek,3116,1828,1828,1816,3,1,908
1685,mr. W. baron van Goltstein,(AH)*,617,33.98%,Amersfoort,10/06/1879,periodiek,3116,1828,1828,1816,3,1,908
1686,mr. Ã. baron van Mackay 2,AR(DT),1101,78.59%,Amersfoort,14/06/1881,periodiek,3239,1466,1467,1401,62,1,701
1687,K.W. van Gorkom,(AH)*,232,16.56%,Amersfoort,14/06/1881,periodiek,3239,1466,1467,1401,62,1,701
1688,mr. W.K.F.P. graaf van Bylandt,,1285,69.12%,Amersfoort,17/10/1882,tussentijds,3290,1878,1879,1859,11,1,930
1689,K.W. van Gorkom,,562,30.23%,Amersfoort,17/10/1882,tussentijds,3290,1878,1879,1859,11,1,930
1690,mr. W.K.F.P. graaf van Bylandt,AR(DT),1458,71.96%,Amersfoort,12/06/1883,periodiek,3358,2039,2041,2026,10,1,1013
1691,K.W. van Gorkom,(AH)*,555,27.39%,Amersfoort,12/06/1883,periodiek,3358,2039,2041,2026,10,1,1013
1692,mr. Ã. baron van Mackay 2,AR(DT),1560,66.64%,Amersfoort,28/10/1884,algemeen,3460,2359,2360,4682,36,2,1171
1693,mr. W.K.F.P. graaf van Bylandt,AR(DT),1556,66.47%,Amersfoort,28/10/1884,algemeen,3460,2359,2360,4682,36,2,1171
1694,mr. W.H. de Beaufort,(AH)*,794,33.92%,Amersfoort,28/10/1884,algemeen,3460,2359,2360,4682,36,2,1171
1695,K.W. van Gorkom,(AH)*,760,32.46%,Amersfoort,28/10/1884,algemeen,3460,2359,2360,4682,36,2,1171
1696,mr. Ã. baron van Mackay 2,AR(DT),1803,67.43%,Amersfoort,15/06/1886,algemeen,3650,2698,2698,5348,34,2,1337
1697,mr. W.K.F.P. graaf van Bylandt,AR(DT),1799,67.28%,Amersfoort,15/06/1886,algemeen,3650,2698,2698,5348,34,2,1337
1698,jhr.mr. J.E. Huydecoper van Nigtevecht,(AH)*,861,32.20%,Amersfoort,15/06/1886,algemeen,3650,2698,2698,5348,34,2,1337
1699,mr. F.A.R.A. baron van Ittersum,(AH)*,855,31.97%,Amersfoort,15/06/1886,algemeen,3650,2698,2698,5348,34,2,1337
1700,mr. L.W.C. Keuchenius,,1255,50.08%,Amersfoort,20/07/1886,tussentijds,3650,2516,2516,2506,3,1,1253
1701,jhr.mr. J.E. Huydecoper van Nigtevecht,,662,26.42%,Amersfoort,20/07/1886,tussentijds,3650,2516,2516,2506,3,1,1253
1702,mr. R.J. graaf van Schimmelpenninck,,589,23.50%,Amersfoort,20/07/1886,tussentijds,3650,2516,2516,2506,3,1,1253
1703,mr. W.K.F.P. graaf van Bylandt,AR(DT),1580,80.24%,Amersfoort,01/09/1887,algemeen,3624,2004,2004,3938,58,2,985
1704,mr. L.W.C. Keuchenius,AR,1402,71.20%,Amersfoort,01/09/1887,algemeen,3624,2004,2004,3938,58,2,985
1705,jhr.mr. J.E. Huydecoper van Nigtevecht,,365,18.54%,Amersfoort,01/09/1887,algemeen,3624,2004,2004,3938,58,2,985
1706,mr. F.A.R.A. baron van Ittersum,,347,17.62%,Amersfoort,01/09/1887,algemeen,3624,2004,2004,3938,58,2,985
1707,mr. J.K. baron van Goltstein,,1744,90.79%,Utrecht,27/08/1850,algemeen,2519,1971,1971,3842,58,2,961
1708,E.C.U. van Doorn,,1185,61.69%,Utrecht,27/08/1850,algemeen,2519,1971,1971,3842,58,2,961
1709,mr. B.G.A. Pabst,,556,28.94%,Utrecht,27/08/1850,algemeen,2519,1971,1971,3842,58,2,961
1710,mr. J.F. baron van Reede van Oudtshoorn,,77,4.01%,Utrecht,27/08/1850,algemeen,2519,1971,1971,3842,58,2,961
